FirstName,LastName,CompanyName,Title,Address1,City,State,Zip,phone,Email,BadgeType,UF1,UF2,UF3,UF4,DateAdded,DateUpdate,PrintDate,BadgesPrinted,BadgeID
Tempie,Rodrick,TDIndustries,Assistant Vice President,588 SWING STATION BROOKS BRKS,PARK CITY,UT,84121,435-555-1212,Tempie.Rodrick@test.com,Set-Up,Yes,No,Google,Shuttle bus,,2014-04-20 21:49:05,2014-04-20 21:49:05,1,200946
Lanita,Rodriguel,SVB Financial Group,Office Manager,936 ASPEN RIDGE BRIDGE BRG,BEAVER,OK,73950,580-555-1212,Lanita.Rodriguel@test.com,Set-Up,No,No,Email,I took a taxi here,,2014-04-20 21:51:03,2014-04-20 21:51:03,1,201881
Samuel,Roekle,Baptist Health South Florida,IT Analyst,374 BOSTON STREET ST,HOLLIS CENTER,ME,04004,207-555-1212,Samuel.Roekle@test.com,Attendee,No,Yes,Newspaper Ad,A friend brought me,,2014-04-20 21:49:50,2014-04-20 21:49:50,1,201300
Carin,Roessler,FactSet Research Systems,Program Manager,720 FISH CREEK COURSE CRSE,HALLSBURG,TX,76682,254-555-1212,Carin.Roessler@test.com,Set-Up,Yes,Yes,Invite,I took the bus here,,2014-04-20 21:47:51,2014-04-20 21:47:51,1,200354
Aurea,Roessner,Aflac,Consultant,116 TORREY PINES GREENS GRNS,RINGTOWN,PA,17967,570-555-1212,Aurea.Roessner@test.com,Press,Yes,No,Email,A friend brought me,,2014-04-20 21:49:39,2014-04-20 21:49:39,1,201212
Patrick,Roetzler,Scripps Health,Personal Banker,483 HONHOLTZ KEYS KYS,FOLEY,AL,36551,251-555-1212,Patrick.Roetzler@test.com,Staff,No,Yes,TV Ad,I took a taxi here,,2014-04-20 21:49:09,2014-04-20 21:49:09,1,200976
Sasha,Rogillio,Morningstar,Associate Director,264 CORTE LA PAZ PLACE PL,BOONES MILL,VA,24065,540-555-1212,Sasha.Rogillio@test.com,Speaker,Yes,Yes,A friend told me,Shuttle bus,,2014-04-20 21:49:01,2014-04-20 21:49:01,1,200913
Darrell,Rohe,Hasbro,Senior Director,922 THIMBLEBERRY MOUNTAIN MTN,HAGER CITY,WI,54014,715-555-1212,Darrell.Rohe@test.com,Press,Yes,No,Invite,A friend brought me,,2014-04-20 21:48:28,2014-04-20 21:48:28,1,200656
Myrtis,Rohland,Intercontinental Hotels Group,IT Analyst,933 14th PORT PRT,SAN JUAN CAPISTRANO,CA,92649,714-555-1212,Myrtis.Rohland@test.com,Press,Yes,Yes,Radio Ad,I drove here,,2014-04-20 21:48:01,2014-04-20 21:48:01,1,200440
Beula,Romagnoli,Baptist Health South Florida,Assistant Vice President,457 WALTONIA RIVER CREST CRST,MARBLE FALLS,TX,78654,830-555-1212,Beula.Romagnoli@test.com,Speaker,Yes,No,Email,I drove here,,2014-04-20 21:49:34,2014-04-20 21:49:34,1,201177
Cristin,Ronchetto,Schweitzer Engineering Labs,Financial Advisor,895 SNOWBRUSH SHOAL SHL,NEW ROCKFORD,ND,58356,701-555-1212,Cristin.Ronchetto@test.com,Attendee,Yes,Yes,Email,I drove here,,2014-04-20 21:48:29,2014-04-20 21:48:29,1,200665
Lakesha,Rondo,Robert W. Baird,Senior Financial Analyst,185 CYPRUS FALL FALL,SOUTHFIELD,MI,48083,248-555-1212,Lakesha.Rondo@test.com,Speaker,No,No,Radio Ad,A friend brought me,,2014-04-20 21:47:44,2014-04-20 21:47:44,1,200303
Nan,Ronero,Chesapeake Energy,Programmer,939 BROOKHAVEN CR WEST LOAF LF,SWAINSBORO,GA,30401,478-555-1212,Nan.Ronero@test.com,Exhibitor,Yes,Yes,Member Told me,Shuttle bus,,2014-04-20 21:48:02,2014-04-20 21:48:02,1,200446
Arnetta,Ronning,General Mills,Assistant Manager,588 THAMES FIELD FLD,YELLOW HOUSE,PA,19535,610-555-1212,Arnetta.Ronning@test.com,Speaker,No,Yes,Email,Shuttle bus,,2014-04-20 21:48:20,2014-04-20 21:48:20,1,200593
Junko,Roome,KPMG,Program Manager,336 COOPERS DRAW CAUSEWAY CSWY,WAUKEGAN,IL,60064,224-555-1212,Junko.Roome@test.com,Staff,No,No,Invite,Shuttle bus,,2014-04-20 21:47:43,2014-04-20 21:47:43,1,200290
Delmar,Roque,American Fidelity Assurance,Executive Assistant,562 OSAGE ROW ROW,KAYSVILLE,UT,84405,801-555-1212,Delmar.Roque@test.com,Exhibitor,No,Yes,Google,I drove here,,2014-04-20 21:47:08,2014-04-20 21:47:08,1,200013
Jayme,Rorer,Hitachi Data Systems,Graphic Designer,614 SHADOWBROOKE LOOP LOOP,PIKESVILLE,MD,21153,410-555-1212,Jayme.Rorer@test.com,Exhibitor,Yes,No,TV Ad,A friend brought me,,2014-04-20 21:50:59,2014-04-20 21:50:59,1,201854
Sabina,Rosander,Schweitzer Engineering Labs,Registered Nurse,497 COUNTY RD 48C LIGHT LGT,LENEXA,KS,66207,913-555-1212,Sabina.Rosander@test.com,Press,Yes,No,Invite,A friend brought me,,2014-04-20 21:47:41,2014-04-20 21:47:41,1,200275
Danny,Rosazza,PCL Construction,Mechanical Engineer,546 PLOWMAN CANYON CYN,LA MESA,CA,92114,619-555-1212,Danny.Rosazza@test.com,Attendee,Yes,Yes,Member Told me,I drove here,,2014-04-20 21:50:26,2014-04-20 21:50:26,1,201589
Geoffrey,Rosendo,Whole Foods Market,Financial Advisor,234 FOXHALL PARK PARK,EAGLE,AK,99738,907-555-1212,Geoffrey.Rosendo@test.com,Staff,Yes,Yes,Email,A friend brought me,,2014-04-20 21:50:09,2014-04-20 21:50:09,1,201456
Oleta,Rosine,Salesforce.com,Sales Engineer,300 PICNIC PASS MOTORWAY MTWY,THOUSAND OAKS,CA,93002,805-555-1212,Oleta.Rosine@test.com,Set-Up,No,No,Radio Ad,Shuttle bus,,2014-04-20 21:50:10,2014-04-20 21:50:10,1,201458
Karie,Rosmarin,Adobe,Developer,589 ROCK RIDGE THROUGHWAY TRWY,KNIGHTDALE,NC,27545,919-555-1212,Karie.Rosmarin@test.com,Speaker,Yes,No,Invite,Shuttle bus,,2014-04-20 21:49:40,2014-04-20 21:49:40,1,201220
Beau,Rossignol,Mayo Clinic,Senior Business Analyst,889 MT EVANS FORD FRD,KISSIMMEE,FL,32708,407-555-1212,Beau.Rossignol@test.com,Attendee,Yes,Yes,Invite,I took a taxi here,,2014-04-20 21:47:40,2014-04-20 21:47:40,1,200270
Marilynn,Roszel,Navy Federal Credit Union,Business Analyst,781 PRICKLY PEAR MANOR MNR,CAMBRIDGE,MA,01880,781-555-1212,Marilynn.Roszel@test.com,Attendee,No,Yes,TV Ad,I took a taxi here,,2014-04-20 21:47:44,2014-04-20 21:47:44,1,200302
Melvina,Rothgery,Ultimate Software,Senior Engineer,558 BOMAR LOOP LOOP,HINSDALE,IL,60606,630-555-1212,Melvina.Rothgery@test.com,Exhibitor,No,Yes,Newspaper Ad,I drove here,,2014-04-20 21:49:40,2014-04-20 21:49:40,1,201225
Makeda,Roup,Recreational Equipment (REI),Branch Manager,434 SYDNEY VIADUCT VIA,HARPER,TX,78631,830-555-1212,Makeda.Roup@test.com,Attendee,No,No,Google,I took a taxi here,,2014-04-20 21:49:53,2014-04-20 21:49:53,1,201323
Roland,Routon,Schweitzer Engineering Labs,Administrative Assistant,234 LUNA ISLAND IS,SYLVAN HILLS,AR,72002,501-555-1212,Roland.Routon@test.com,Attendee,No,No,Radio Ad,I took the bus here,,2014-04-20 21:47:38,2014-04-20 21:47:38,1,200250
Kala,Ruacho,Aflac,Audit Associate,144 FILBERT PARKWAY PKWY,MONTVERDE,FL,32822,321-555-1212,Kala.Ruacho@test.com,Attendee,No,No,Member Told me,I took the bus here,,2014-04-20 21:50:12,2014-04-20 21:50:12,1,201478
Lavinia,Rubinstein,Four Seasons Hotels & Resorts,General Manager,866 WIND LANDING LNDG,WOONSOCKET,RI,02864,401-555-1212,Lavinia.Rubinstein@test.com,Staff,Yes,Yes,A friend told me,I took the bus here,,2014-04-20 21:48:47,2014-04-20 21:48:47,1,200807
Mozelle,Rubow,Ultimate Software,Sales Manager,552 MARINER PLAZA PLZ,WESTMINSTER,VT,05101,802-555-1212,Mozelle.Rubow@test.com,Attendee,No,No,Newspaper Ad,I took a taxi here,,2014-04-20 21:49:50,2014-04-20 21:49:50,1,201303
Sulema,Rudden,Build-A-Bear Workshop,Audit Associate,796 NORTHWAY ROW ROW,ARLINGTON,TX,76002,817-555-1212,Sulema.Rudden@test.com,Attendee,Yes,Yes,Invite,I took a taxi here,,2014-04-20 21:49:13,2014-04-20 21:49:13,1,201009
Verla,Ruddock,The Container Store,Marketing Director,884 West PLAINS PLNS,LANSING,MI,48430,517-555-1212,Verla.Ruddock@test.com,Attendee,No,Yes,TV Ad,I drove here,,2014-04-20 21:49:30,2014-04-20 21:49:30,1,201142
Beatriz,Rudnick,USAA,Sales Representative,176 CROSSROADS CAMP CP,HOPKINS,MN,55305,952-555-1212,Beatriz.Rudnick@test.com,Exhibitor,No,No,Google,A friend brought me,,2014-04-20 21:47:19,2014-04-20 21:47:19,1,200096
Ivonne,Ruesga,Umpqua Bank,Registered Nurse,604 FETLOCK BURG BG,HASTINGS,MN,55068,651-555-1212,Ivonne.Ruesga@test.com,Set-Up,Yes,Yes,Radio Ad,I drove here,,2014-04-20 21:47:59,2014-04-20 21:47:59,1,200423
Evelyn,Rulapaugh,Four Seasons Hotels & Resorts,Personal Banker,690 ELK HORN PLAINS PLNS,PARKIN,AR,72373,870-555-1212,Evelyn.Rulapaugh@test.com,Attendee,Yes,Yes,Invite,I took a taxi here,,2014-04-20 21:49:36,2014-04-20 21:49:36,1,201194
Vivienne,Rullman,Ernst & Young,Research Associate,491 EDINBURGH CENTERS CTRS,CROSS PLAINS,IN,47042,812-555-1212,Vivienne.Rullman@test.com,Staff,No,Yes,Member Told me,Shuttle bus,,2014-04-20 21:47:06,2014-04-20 21:47:06,1,199990
Oralia,Rumbo,Build-A-Bear Workshop,Senior Accountant,833 DAYBREAK ORCHARD ORCH,BONNE TERRE,MO,63087,573-555-1212,Oralia.Rumbo@test.com,Attendee,No,Yes,Newspaper Ad,I drove here,,2014-04-20 21:48:49,2014-04-20 21:48:49,1,200822
Hsiu,Rumbolt,Chesapeake Energy,Electrical Engineer,907 MORGAN BLUFF BLF,SAN JOSE,CA,95050,408-555-1212,Hsiu.Rumbolt@test.com,Staff,Yes,No,Email,I took a taxi here,,2014-04-20 21:48:44,2014-04-20 21:48:44,1,200781
Elayne,Rumley,SAS Institute,Financial Analyst,534 MOUNT SOPRIS MEADOWS MDWS,BURNSVILLE,MS,38833,662-555-1212,Elayne.Rumley@test.com,Attendee,No,No,A friend told me,A friend brought me,,2014-04-20 21:50:41,2014-04-20 21:50:41,1,201707
Bailey,Rupp,Recreational Equipment (REI),Audit Associate,352 AUGUSTA FIELD FLD,OLATHE,KS,66051,913-555-1212,Bailey.Rupp@test.com,Attendee,No,Yes,Radio Ad,I took a taxi here,,2014-04-20 21:48:52,2014-04-20 21:48:52,1,200840
Audria,Rusell,SAS Institute,Senior Business Analyst,762 SCARLET ARCADE ARC,KELLYVILLE,OK,74010,918-555-1212,Audria.Rusell@test.com,Staff,Yes,Yes,TV Ad,A friend brought me,,2014-04-20 21:47:20,2014-04-20 21:47:20,1,200108
Maritza,Rushlow,Teach For America,Program Manager,451 MICHAEL CRESCENT CRES,UNION,WV,24974,304-555-1212,Maritza.Rushlow@test.com,Press,No,No,Radio Ad,I drove here,,2014-04-20 21:49:12,2014-04-20 21:49:12,1,201001
Era,Rusnak,Camden Property Trust,Network Engineer,555 YULE TRAIL CLIFFS CLFS,KEY LARGO,FL,33070,305-555-1212,Era.Rusnak@test.com,Set-Up,No,Yes,Member Told me,I took a taxi here,,2014-04-20 21:48:53,2014-04-20 21:48:53,1,200845
Markus,Rykaczewski,Booz Allen Hamilton,Senior Business Analyst,113 BRUNTON VILLAGE VLG,FRANCONIA,NH,03580,603-555-1212,Markus.Rykaczewski@test.com,Speaker,Yes,Yes,Email,I took the bus here,,2014-04-20 21:50:30,2014-04-20 21:50:30,1,201622
Kai,Ryle,NetApp,Design Engineer,639 MERCY ISLE ISLE,MIAMI,FL,33092,305-555-1212,Kai.Ryle@test.com,Exhibitor,Yes,No,Google,A friend brought me,,2014-04-20 21:50:22,2014-04-20 21:50:22,1,201556
Corrine,Saade,Nordstrom,Developer,483 WESTVIEW GARDENS GDNS,EATONTOWN,NJ,07750,732-555-1212,Corrine.Saade@test.com,Staff,Yes,Yes,Invite,A friend brought me,,2014-04-20 21:50:06,2014-04-20 21:50:06,1,201429
Lien,Sablock,Cisco,Assistant Vice President,256 CRIMSON VALLEY VLY,MURDOCK,NE,68407,402-555-1212,Lien.Sablock@test.com,Attendee,Yes,Yes,TV Ad,I drove here,,2014-04-20 21:48:25,2014-04-20 21:48:25,1,200633
Darrick,Sacayanan,Genentech,Graphic Designer,605 HUNTLY FOREST FRST,BENSENVILLE,IL,60647,773-555-1212,Darrick.Sacayanan@test.com,Set-Up,No,Yes,Newspaper Ad,A friend brought me,,2014-04-20 21:50:28,2014-04-20 21:50:28,1,201602
Jeneva,Sadlow,National Instruments,Senior Consultant,566 GRANGE STRAVENUE STRA,S SEASIDE PK,NJ,08735,732-555-1212,Jeneva.Sadlow@test.com,Speaker,Yes,Yes,Member Told me,I took the bus here,,2014-04-20 21:47:30,2014-04-20 21:47:30,1,200189
Ethelyn,Sagun,Novo Nordisk,Analyst,787 GREENVALE DIVIDE DV,PHOENIX,AZ,85309,480-555-1212,Ethelyn.Sagun@test.com,Staff,No,No,Google,I took a taxi here,,2014-04-20 21:48:28,2014-04-20 21:48:28,1,200658
Mathilde,Salamy,SVB Financial Group,Attorney,167 BRINDEL BURGS BGS,DEKALB,IL,60150,815-555-1212,Mathilde.Salamy@test.com,Staff,No,No,Radio Ad,Shuttle bus,,2014-04-20 21:48:03,2014-04-20 21:48:03,1,200457
Rebecka,Saltmarsh,Ernst & Young,Director,923 UPPER LARKSPUR VISTA VIS,CENTER POINT,TX,78028,830-555-1212,Rebecka.Saltmarsh@test.com,Press,Yes,No,Email,I took a taxi here,,2014-04-20 21:49:38,2014-04-20 21:49:38,1,201207
Tad,Sampaga,Hitachi Data Systems,Sales Manager,864 LLAMA RANCH BURGS BGS,LONG BRANCH,NJ,07762,732-555-1212,Tad.Sampaga@test.com,Attendee,Yes,Yes,Radio Ad,Shuttle bus,,2014-04-20 21:50:44,2014-04-20 21:50:44,1,201733
Elvera,Sandeen,Boston Consulting Group,Attorney,588 PHANTOMS ROOST GLENS GLNS,HANSKA,MN,56081,507-555-1212,Elvera.Sandeen@test.com,Exhibitor,Yes,No,Email,A friend brought me,,2014-04-20 21:48:51,2014-04-20 21:48:51,1,200834
Dionna,Sanderman,Mayo Clinic,Customer Service Representative,496 BLUE STREAM VALLEYS VLYS,LUCKEY,OH,43551,419-555-1212,Dionna.Sanderman@test.com,Press,No,Yes,Invite,A friend brought me,,2014-04-20 21:47:10,2014-04-20 21:47:10,1,200024
Mei,Sandhoff,World Wide Technology,Senior Business Analyst,275 RAINBOW VILLE VL,NORWALK,CT,06854,203-555-1212,Mei.Sandhoff@test.com,Press,No,No,Email,A friend brought me,,2014-04-20 21:48:41,2014-04-20 21:48:41,1,200756
Latoya,Sansouci,JM Family Enterprises,Senior Engineer,478 CHARLES COURTS CTS,CASTLE ROCK,WA,98645,360-555-1212,Latoya.Sansouci@test.com,Staff,Yes,No,Email,I drove here,,2014-04-20 21:48:24,2014-04-20 21:48:24,1,200621
Jacquline,Santhuff,Zappos.com,Engineering Manager,898 OTTAWA EXTENSIONS EXTS,FAIR OAKS,CA,95610,916-555-1212,Jacquline.Santhuff@test.com,Staff,Yes,Yes,Newspaper Ad,I took a taxi here,,2014-04-20 21:47:50,2014-04-20 21:47:50,1,200351
Haydee,Santomassimo,Baker Donelson,Design Engineer,662 MARIPOSA JUNCTIONS JCTS,GRANTSVILLE,UT,84029,435-555-1212,Haydee.Santomassimo@test.com,Set-Up,Yes,No,Newspaper Ad,A friend brought me,,2014-04-20 21:49:38,2014-04-20 21:49:38,1,201203
Eugena,Sarra,Autodesk,Senior Analyst,514 CEDARGATE PARK PARK,ALBANY,NY,12186,518-555-1212,Eugena.Sarra@test.com,Press,Yes,Yes,A friend told me,I took a taxi here,,2014-04-20 21:50:32,2014-04-20 21:50:32,1,201638
Jesusita,Sauage,Cisco,Assistant Vice President,770 CHASM MOUNTAINS MTNS,OAKLEY,KS,67747,785-555-1212,Jesusita.Sauage@test.com,Press,Yes,Yes,Invite,I took a taxi here,,2014-04-20 21:47:28,2014-04-20 21:47:28,1,200174
Shanell,Saulino,Devon Energy,Operations Manager,897 JUNEAU SHOAL SHL,WATERFORD,MI,48328,248-555-1212,Shanell.Saulino@test.com,Set-Up,No,No,Invite,A friend brought me,,2014-04-20 21:50:06,2014-04-20 21:50:06,1,201430
Lanita,Savastano,Mattel,Director,781 RIVER RUN MOTORWAY MTWY,LANESVILLE,IN,47122,812-555-1212,Lanita.Savastano@test.com,Attendee,No,No,Newspaper Ad,I took the bus here,,2014-04-20 21:49:26,2014-04-20 21:49:26,1,201113
Erika,Savitsky,Meridian Health,Pharmacist,136 MCCREARY OVERPASS OPAS,NORTH WALES,PA,19477,215-555-1212,Erika.Savitsky@test.com,Attendee,No,Yes,Member Told me,A friend brought me,,2014-04-20 21:50:13,2014-04-20 21:50:13,1,201486
Myrtie,Savoy,DreamWorks Animation,Process Engineer,112 TERRY RIDGE FERRY FRY,LADUE,MO,63177,314-555-1212,Myrtie.Savoy@test.com,Exhibitor,No,Yes,A friend told me,I drove here,,2014-04-20 21:49:41,2014-04-20 21:49:41,1,201228
Jacquelyn,Sawatzki,World Wide Technology,Account Executive,271 BROOKWOOD HILL HL,DAMASCUS,MD,20871,240-555-1212,Jacquelyn.Sawatzki@test.com,Exhibitor,No,Yes,Email,A friend brought me,,2014-04-20 21:48:21,2014-04-20 21:48:21,1,200601
Angella,Sbarra,Accenture,Office Manager,187 ERKENBECK RIDGES RDGS,FREEHOLD,NJ,07746,732-555-1212,Angella.Sbarra@test.com,Attendee,No,Yes,TV Ad,I took a taxi here,,2014-04-20 21:49:25,2014-04-20 21:49:25,1,201099
Darryl,Schaad,KPMG,Project Engineer,677 DAVIDSON GREENS GRNS,PETERSBURG,ND,58344,701-555-1212,Darryl.Schaad@test.com,Staff,Yes,Yes,Newspaper Ad,I drove here,,2014-04-20 21:47:50,2014-04-20 21:47:50,1,200350
Mindy,Schadegg,Quicken Loans,Assistant Vice President,968 MARTINEZ FORKS FRKS,BURBANK,CA,93552,818-555-1212,Mindy.Schadegg@test.com,Attendee,Yes,No,Newspaper Ad,I took the bus here,,2014-04-20 21:49:23,2014-04-20 21:49:23,1,201086
Bettie,Schane,Marriott International,Financial Advisor,202 MAMMOTH GARDEN GDN,CALUMET CITY,IL,60473,708-555-1212,Bettie.Schane@test.com,Staff,Yes,Yes,A friend told me,I took a taxi here,,2014-04-20 21:50:29,2014-04-20 21:50:29,1,201612
Colene,Scharwath,Mayo Clinic,IT Specialist,284 TAWNY LYNX KNOLLS KNLS,AUSTIN,TX,78722,512-555-1212,Colene.Scharwath@test.com,Exhibitor,Yes,Yes,TV Ad,I took the bus here,,2014-04-20 21:48:07,2014-04-20 21:48:07,1,200490
Florencia,Schayer,Baker Donelson,Investment Banking Analyst,925 AULT CURVE CURV,LEESBURG,OH,45135,937-555-1212,Florencia.Schayer@test.com,Attendee,Yes,No,Radio Ad,I drove here,,2014-04-20 21:51:07,2014-04-20 21:51:07,1,201917
Fritz,Schayer,Booz Allen Hamilton,Branch Manager,255 MAYBELL KEYS KYS,STAPLETON,NE,69163,308-555-1212,Fritz.Schayer@test.com,Press,No,No,Radio Ad,Shuttle bus,,2014-04-20 21:48:16,2014-04-20 21:48:16,1,200562
Warner,Schechtman,Umpqua Bank,Developer,105 ELIZABETH TERRACE TER,TAMPA,FL,33603,813-555-1212,Warner.Schechtman@test.com,Exhibitor,Yes,Yes,A friend told me,Shuttle bus,,2014-04-20 21:48:23,2014-04-20 21:48:23,1,200612
Zackary,Scheiderer,Mercedes-Benz USA,Programmer Analyst,119 ROCK BRIDGE COURSE CRSE,JAMAICA,NY,11422,718-555-1212,Zackary.Scheiderer@test.com,Speaker,No,No,Newspaper Ad,I drove here,,2014-04-20 21:50:41,2014-04-20 21:50:41,1,201704
Jeff,Schenz,Perkins Coie,Product Manager,753 HILLTOP LAND LAND,JASPER,MN,57030,507-555-1212,Jeff.Schenz@test.com,Set-Up,Yes,Yes,TV Ad,A friend brought me,,2014-04-20 21:48:16,2014-04-20 21:48:16,1,200557
Cristine,Schiavoni,Qualcomm,Design Engineer,827 CHEROKEE MEADOWS FLATS FLTS,LA GRANGE,IL,60527,630-555-1212,Cristine.Schiavoni@test.com,Speaker,Yes,Yes,Radio Ad,Shuttle bus,,2014-04-20 21:47:25,2014-04-20 21:47:25,1,200149
Terina,Schiavoni,Scripps Health,Sales Associate,996 OAK WATER PASSAGE PSGE,CHICAGO,IL,60604,312-555-1212,Terina.Schiavoni@test.com,Press,Yes,Yes,Member Told me,I took a taxi here,,2014-04-20 21:50:30,2014-04-20 21:50:30,1,201616
Mao,Schindele,General Mills,Sales Associate,637 BELLEWOOD ALLEY ALY,CENTERVILLE,TN,37140,931-555-1212,Mao.Schindele@test.com,Set-Up,Yes,No,Member Told me,I took the bus here,,2014-04-20 21:50:30,2014-04-20 21:50:30,1,201623
Sharie,Schinker,CarMax,Customer Service,959 SUNFLOWER HOLLOW HOLW,NORTHBROOK,IL,60440,630-555-1212,Sharie.Schinker@test.com,Attendee,No,Yes,Member Told me,Shuttle bus,,2014-04-20 21:49:52,2014-04-20 21:49:52,1,201321
Virgen,Schlaefer,TDIndustries,Member of Technical Staff,550 FOOTE PLACE PL,TULSA,OK,74170,918-555-1212,Virgen.Schlaefer@test.com,Staff,No,Yes,Invite,I drove here,,2014-04-20 21:51:08,2014-04-20 21:51:08,1,201922
Krissy,Schlecter,Capital One,IT Specialist,862 FRONTIER UNION UN,FORSYTH,GA,31029,478-555-1212,Krissy.Schlecter@test.com,Press,Yes,No,Member Told me,I took a taxi here,,2014-04-20 21:47:20,2014-04-20 21:47:20,1,200105
Aaron,Schleisman,National Instruments,Finance Manager,334 MEADE CIRCLES CIRS,NEWARK,NJ,07083,908-555-1212,Aaron.Schleisman@test.com,Press,No,Yes,Newspaper Ad,I took a taxi here,,2014-04-20 21:48:24,2014-04-20 21:48:24,1,200622
Marguerite,Schnoor,Chesapeake Energy,Manager,368 BLACK SQUIRREL THROUGHWAY TRWY,CHICO,CA,95928,916-555-1212,Marguerite.Schnoor@test.com,Speaker,Yes,Yes,Invite,I took the bus here,,2014-04-20 21:50:53,2014-04-20 21:50:53,1,201802
Greta,Schoessow,Atlantic Health,Business Development Manager,209 ASHWOOD MEADOWS MDWS,EWING,IL,62897,618-555-1212,Greta.Schoessow@test.com,Exhibitor,Yes,No,Invite,I took a taxi here,,2014-04-20 21:49:12,2014-04-20 21:49:12,1,201000
Joye,Schofield,Meridian Health,Sales Representative,578 BIG THOMPSON RAPIDS RPDS,HICKSVILLE,NY,11535,516-555-1212,Joye.Schofield@test.com,Staff,No,Yes,Newspaper Ad,I took the bus here,,2014-04-20 21:47:56,2014-04-20 21:47:56,1,200396
Allison,Schrayter,NetApp,Assistant Vice President,862 BIRCH RAPIDS RPDS,SPRING HOPE,NC,27882,252-555-1212,Allison.Schrayter@test.com,Attendee,No,No,Email,I drove here,,2014-04-20 21:47:15,2014-04-20 21:47:15,1,200068
Deedra,Schwall,World Wide Technology,Programmer,951 LIPPITT SPRINGS SPGS,CENTER CITY,MN,55002,651-555-1212,Deedra.Schwall@test.com,Set-Up,No,Yes,Radio Ad,I took the bus here,,2014-04-20 21:49:04,2014-04-20 21:49:04,1,200936
Kristi,Schwartzwalde,Umpqua Bank,Account Manager,265 BON HOMME RICHARD BLUFF BLF,GLENWOOD,MO,63546,660-555-1212,Kristi.Schwartzwalde@test.com,Set-Up,Yes,Yes,A friend told me,I took a taxi here,,2014-04-20 21:49:19,2014-04-20 21:49:19,1,201057
Julieann,Schweigart,Aflac,Principal Consultant,153 GOLDEN YARROW STREAM STRM,CENTERVILLE,OH,45342,937-555-1212,Julieann.Schweigart@test.com,Attendee,No,Yes,TV Ad,I took a taxi here,,2014-04-20 21:50:56,2014-04-20 21:50:56,1,201826
Tai,Schweitzer,Bingham McCutchen,Senior Financial Analyst,965 CASCO BAY ROUTE RTE,CORTE MADERA,CA,94939,415-555-1212,Tai.Schweitzer@test.com,Speaker,Yes,Yes,Radio Ad,Shuttle bus,,2014-04-20 21:47:32,2014-04-20 21:47:32,1,200207
Elli,Schwemm,SAS Institute,Project Manager,531 MEADOWVIEW ISLE ISLE,ALLEGHANY,CA,95981,530-555-1212,Elli.Schwemm@test.com,Press,No,No,Invite,A friend brought me,,2014-04-20 21:48:23,2014-04-20 21:48:23,1,200615
Frankie,Schwenneker,Salesforce.com,Principal Software Engineer,458 OLIVE SPRINGS SPGS,RUIDOSO,NM,88340,505-555-1212,Frankie.Schwenneker@test.com,Attendee,No,Yes,A friend told me,Shuttle bus,,2014-04-20 21:50:41,2014-04-20 21:50:41,1,201708
Piedad,Schwerdt,NuStar Energy,Flight Attendant,719 BIGHORN MEADOW MDW,BLAINE,MN,55014,763-555-1212,Piedad.Schwerdt@test.com,Set-Up,No,No,Newspaper Ad,I drove here,,2014-04-20 21:48:08,2014-04-20 21:48:08,1,200494
Creola,Scoma,Intuit,Cashier,346 MOUNTAIN LION VILLAGES VLGS,FAIRBANKS,AK,99710,907-555-1212,Creola.Scoma@test.com,Set-Up,No,No,A friend told me,Shuttle bus,,2014-04-20 21:48:59,2014-04-20 21:48:59,1,200902
Eulalia,Scovill,Umpqua Bank,Graphic Designer,960 ROHERYN ISLANDS ISS,LIGHT,AR,72450,870-555-1212,Eulalia.Scovill@test.com,Press,Yes,Yes,Radio Ad,I took the bus here,,2014-04-20 21:50:20,2014-04-20 21:50:20,1,201543
Charmain,Seago,Navy Federal Credit Union,Design Engineer,454 BOBTAIL BEND BND,EL PASO,TX,79906,915-555-1212,Charmain.Seago@test.com,Attendee,No,No,Member Told me,Shuttle bus,,2014-04-20 21:47:21,2014-04-20 21:47:21,1,200115
Abby,Seaquist,CarMax,Analyst,425 RUTHERFORD GARDENS GDNS,CONWAY,SC,29511,843-555-1212,Abby.Seaquist@test.com,Staff,No,Yes,TV Ad,A friend brought me,,2014-04-20 21:48:56,2014-04-20 21:48:56,1,200873
Cheree,Seawood,Zappos.com,Electrical Engineer,429 SCEAP ROADS RDS,GRAPEVINE,TX,76018,817-555-1212,Cheree.Seawood@test.com,Speaker,Yes,No,Google,I drove here,,2014-04-20 21:50:43,2014-04-20 21:50:43,1,201721
Charmain,Sedlacek,Zappos.com,Business Analyst,226 NORTH SIXTH SKYWAY SKWY,COLORADO SPRINGS,CO,81006,719-555-1212,Charmain.Sedlacek@test.com,Attendee,Yes,Yes,Email,Shuttle bus,,2014-04-20 21:48:57,2014-04-20 21:48:57,1,200883
Juliet,Seely,General Mills,Cashier,582 SANDSTONE LOAF LF,HAMILTON,NC,27892,252-555-1212,Juliet.Seely@test.com,Staff,Yes,Yes,Google,Shuttle bus,,2014-04-20 21:49:03,2014-04-20 21:49:03,1,200930
Dorothy,Segraves,Intuit,Marketing Director,174 NOTTING HILL ISLAND IS,SPARTA,MI,49403,616-555-1212,Dorothy.Segraves@test.com,Speaker,Yes,Yes,Newspaper Ad,I took a taxi here,,2014-04-20 21:47:41,2014-04-20 21:47:41,1,200273
